Date,Adj Close
30/10/2013,105.445374
31/10/2013,105.823196
01/11/2013,105.407578
04/11/2013,105.256462
05/11/2013,105.407578
06/11/2013,104.463081
07/11/2013,105.36982
08/11/2013,104.236397
11/11/2013,104.198608
12/11/2013,104.387527
13/11/2013,103.820816
14/11/2013,103.40522
15/11/2013,102.914078
18/11/2013,102.800743
19/11/2013,102.838509
20/11/2013,103.216324
21/11/2013,102.498505
22/11/2013,102.158478
25/11/2013,102.045135
26/11/2013,102.007347
27/11/2013,101.856232
29/11/2013,101.894012
02/12/2013,102.42292
03/12/2013,102.989632
04/12/2013,103.102989
05/12/2013,103.556351
06/12/2013,102.196266
09/12/2013,102.196266
10/12/2013,102.498505
11/12/2013,103.329659
12/12/2013,103.934151
13/12/2013,103.820816
16/12/2013,102.989632
17/12/2013,103.02742
18/12/2013,101.138405
19/12/2013,101.062828
20/12/2013,100.647247
23/12/2013,100.30722
24/12/2013,100.004982
26/12/2013,99.173805
27/12/2013,99.249374
30/12/2013,99.098244
31/12/2013,98.644882
02/01/2014,99.362717
03/01/2014,99.211601
06/01/2014,99.476059
07/01/2014,98.833778
08/01/2014,99.173805
09/01/2014,99.287178
10/01/2014,99.324944
13/01/2014,100.420563
14/01/2014,99.702728
15/01/2014,99.060463
16/01/2014,99.362717
17/01/2014,99.211601
21/01/2014,99.438286
22/01/2014,99.62719
23/01/2014,100.685028
24/01/2014,102.611847
27/01/2014,102.914078
28/01/2014,102.347382
29/01/2014,103.556351
30/01/2014,102.876289
31/01/2014,103.820816
03/02/2014,105.974312
04/02/2014,105.520943
05/02/2014,105.520943
06/02/2014,104.123055
07/02/2014,102.989632
10/02/2014,102.989632
11/02/2014,101.78067
12/02/2014,101.667336
13/02/2014,101.327309
14/02/2014,100.571709
18/02/2014,100.647247
19/02/2014,101.213959
20/02/2014,100.571709
21/02/2014,100.760582
24/02/2014,100.193886
25/02/2014,100.30722
26/02/2014,100.118324
27/02/2014,99.664955
28/02/2014,99.362717
03/03/2014,100.30722
04/03/2014,98.909355
05/03/2014,99.098244
06/03/2014,98.682671
07/03/2014,98.531532
10/03/2014,98.682671
11/03/2014,99.098244
12/03/2014,99.13604
13/03/2014,100.496132
14/03/2014,100.79837
17/03/2014,99.664955
18/03/2014,99.060463
19/03/2014,99.740524
20/03/2014,99.022705
21/03/2014,99.287178
24/03/2014,99.40049
25/03/2014,98.833778
26/03/2014,99.438286
27/03/2014,99.476059
28/03/2014,99.13604
31/03/2014,98.304863
01/04/2014,97.851494
02/04/2014,97.624809
03/04/2014,97.587036
04/04/2014,98.493767
07/04/2014,99.513855
08/04/2014,99.438286
09/04/2014,98.304863
10/04/2014,99.891647
11/04/2014,100.79837
14/04/2014,99.853859
15/04/2014,99.324944
16/04/2014,98.304863
17/04/2014,98.380417
21/04/2014,98.191513
22/04/2014,97.738159
23/04/2014,97.813705
24/04/2014,97.813705
25/04/2014,98.607094
28/04/2014,98.115952
29/04/2014,97.587036
30/04/2014,97.322571
01/05/2014,97.473686
