Date,Adj Close
30/10/2013,3040.689941
31/10/2013,3067.949951
01/11/2013,3052.139893
04/11/2013,3061.179932
05/11/2013,3035.919922
06/11/2013,3056.399902
07/11/2013,3042.97998
08/11/2013,3034.909912
11/11/2013,3052.830078
12/11/2013,3034.679932
13/11/2013,3021.169922
14/11/2013,3053.689941
15/11/2013,3054.530029
18/11/2013,3081.300049
19/11/2013,3049.169922
20/11/2013,3047.320068
21/11/2013,3044.340088
22/11/2013,3055.97998
25/11/2013,3072.75
26/11/2013,3062.620117
27/11/2013,3082.649902
28/11/2013,3092.419922
29/11/2013,3086.639893
02/12/2013,3077.22998
03/12/2013,3013.879883
04/12/2013,2991.76001
05/12/2013,2953.169922
06/12/2013,2979.939941
09/12/2013,2988.669922
10/12/2013,2960.860107
11/12/2013,2947.310059
12/12/2013,2928.120117
13/12/2013,2921.919922
16/12/2013,2978.77002
17/12/2013,2941.76001
18/12/2013,2975.090088
19/12/2013,3014.699951
20/12/2013,3049.350098
23/12/2013,3070.909912
27/12/2013,3111.370117
30/12/2013,3100.929932
03/01/2014,3074.429932
06/01/2014,3069.159912
07/01/2014,3110.959961
08/01/2014,3110.659912
09/01/2014,3090.26001
10/01/2014,3104.149902
13/01/2014,3111.939941
14/01/2014,3119.530029
15/01/2014,3168.76001
16/01/2014,3150.199951
17/01/2014,3154.100098
20/01/2014,3153.169922
21/01/2014,3153.080078
22/01/2014,3151.27002
23/01/2014,3117.080078
24/01/2014,3028.199951
27/01/2014,3014.620117
28/01/2014,3038.600098
29/01/2014,3011.449951
30/01/2014,3027.300049
31/01/2014,3013.959961
03/02/2014,2963.959961
04/02/2014,2962.48999
05/02/2014,2962.51001
06/02/2014,3010.790039
07/02/2014,3038.48999
10/02/2014,3032.530029
11/02/2014,3077.080078
12/02/2014,3094.889893
13/02/2014,3097.949951
14/02/2014,3119.060059
17/02/2014,null
18/02/2014,3117.439941
19/02/2014,3120.800049
20/02/2014,3121.590088
21/02/2014,3131.669922
24/02/2014,3157.310059
25/02/2014,3157.47998
26/02/2014,3148.189941
27/02/2014,3134.939941
28/02/2014,3149.22998
03/03/2014,3053.98999
04/03/2014,3136.330078
05/03/2014,3135.969971
06/03/2014,3144.530029
07/03/2014,3095.310059
10/03/2014,3092.790039
11/03/2014,3092.550049
12/03/2014,3065.459961
13/03/2014,3019.540039
14/03/2014,3004.639893
17/03/2014,3049.189941
18/03/2014,3073.75
19/03/2014,3076.360107
20/03/2014,3088.899902
21/03/2014,3096.48999
24/03/2014,3052.909912
25/03/2014,3096.639893
26/03/2014,3130.169922
27/03/2014,3133.75
28/03/2014,3172.429932
31/03/2014,3161.600098
01/04/2014,3186.340088
02/04/2014,3187.449951
03/04/2014,3206.76001
04/04/2014,3230.330078
07/04/2014,3185.969971
08/04/2014,3177.659912
09/04/2014,3182.790039
10/04/2014,3152.860107
11/04/2014,3116.540039
14/04/2014,3131.570068
15/04/2014,3091.52002
16/04/2014,3139.26001
17/04/2014,3155.810059
22/04/2014,3199.689941
23/04/2014,3175.969971
24/04/2014,3189.810059
25/04/2014,3147.399902
28/04/2014,3165.840088
29/04/2014,3208.679932
30/04/2014,3198.389893
02/05/2014,3177.889893
05/05/2014,3171.290039
06/05/2014,3149.790039
07/05/2014,3159.669922
08/05/2014,3204.300049
09/05/2014,3184.090088
12/05/2014,3206.969971
13/05/2014,3211.780029
14/05/2014,3210.419922
15/05/2014,3163.219971
16/05/2014,3172.719971
19/05/2014,3169.899902
20/05/2014,3163.929932
21/05/2014,3187.080078
22/05/2014,3187.629883
23/05/2014,3203.280029
26/05/2014,3240.389893
27/05/2014,3244.280029
28/05/2014,3246.23999
30/05/2014,3244.600098
02/06/2014,3247.800049
03/06/2014,3241.040039
04/06/2014,3237.929932
05/06/2014,3267.050049
06/06/2014,3294.280029
10/06/2014,3313.800049
11/06/2014,3289.090088
12/06/2014,3284.280029
13/06/2014,3282.840088
16/06/2014,3261.419922
17/06/2014,3275.330078
18/06/2014,3279.199951
19/06/2014,3314.800049
20/06/2014,3302.360107
23/06/2014,3282.580078
24/06/2014,3284.810059
25/06/2014,3252.310059
26/06/2014,3233.189941
27/06/2014,3227.850098
30/06/2014,3228.23999
01/07/2014,3258.709961
02/07/2014,3252.25
03/07/2014,3289.75
04/07/2014,3270.469971
07/07/2014,3230.919922
08/07/2014,3184.379883
09/07/2014,3203.100098
10/07/2014,3150.590088
11/07/2014,3157.050049
14/07/2014,3185.860107
15/07/2014,3153.75
16/07/2014,3202.939941
17/07/2014,3157.820068
18/07/2014,3164.209961
21/07/2014,3137.060059
22/07/2014,3189.219971
23/07/2014,3193.129883
24/07/2014,3220.070068
25/07/2014,3174.98999
28/07/2014,3171.550049
29/07/2014,3190.540039
30/07/2014,3169.22998
31/07/2014,3115.51001
04/08/2014,3070.459961
05/08/2014,3072.199951
06/08/2014,3050.370117
07/08/2014,3012.879883
08/08/2014,3006.830078
11/08/2014,3047.560059
12/08/2014,3023.77002
13/08/2014,3056.169922
14/08/2014,3058.159912
15/08/2014,3033.52002
18/08/2014,3073.449951
19/08/2014,3091.110107
20/08/2014,3083.5
21/08/2014,3124.560059
22/08/2014,3098.5
25/08/2014,3165.469971
26/08/2014,3197.540039
27/08/2014,3194.449951
28/08/2014,3164.439941
29/08/2014,3172.629883
01/09/2014,3175.050049
02/09/2014,3180.290039
03/09/2014,3218.840088
04/09/2014,3277.25
05/09/2014,3275.25
08/09/2014,3267.540039
09/09/2014,3245.429932
10/09/2014,3244.159912
11/09/2014,3237.76001
12/09/2014,3235.070068
15/09/2014,3231.699951
16/09/2014,3221.72998
17/09/2014,3237.439941
18/09/2014,3271.370117
19/09/2014,3273.25
22/09/2014,3257.47998
23/09/2014,3205.929932
24/09/2014,3244.01001
25/09/2014,3202.310059
26/09/2014,3219.580078
29/09/2014,3186.949951
30/09/2014,3225.929932
01/10/2014,3195.080078
02/10/2014,3106.419922
03/10/2014,3133.370117
06/10/2014,3138.669922
07/10/2014,3082.100098
08/10/2014,3053.310059
09/10/2014,3042.449951
10/10/2014,2991.5
13/10/2014,2998.320068
14/10/2014,3000.98999
15/10/2014,2892.550049
16/10/2014,2874.649902
17/10/2014,2962.23999
20/10/2014,2927.300049
21/10/2014,2991.459961
22/10/2014,3008.530029
23/10/2014,3044.300049
24/10/2014,3030.370117
27/10/2014,2998.840088
28/10/2014,3036.149902
29/10/2014,3022.419922
30/10/2014,3035.899902
31/10/2014,3113.320068
03/11/2014,3082.320068
04/11/2014,3034.23999
05/11/2014,3091.540039
06/11/2014,3102.070068
07/11/2014,3064.919922
10/11/2014,3094.600098
11/11/2014,3104.590088
12/11/2014,3047.300049
13/11/2014,3056.800049
14/11/2014,3059.98999
17/11/2014,3084.790039
18/11/2014,3120.419922
19/11/2014,3123.120117
20/11/2014,3102.209961
21/11/2014,3194.219971
24/11/2014,3211.699951
25/11/2014,3226.149902
26/11/2014,3226.080078
27/11/2014,3244.919922
28/11/2014,3250.929932
01/12/2014,3232.909912
02/12/2014,3238.350098
03/12/2014,3247.719971
04/12/2014,3191.25
05/12/2014,3277.379883
08/12/2014,3247.98999
09/12/2014,3162.77002
10/12/2014,3150.949951
11/12/2014,3159.110107
12/12/2014,3067.320068
15/12/2014,2982.899902
16/12/2014,3049.98999
17/12/2014,3051.98999
18/12/2014,3153.77002
19/12/2014,3141.280029
22/12/2014,3154.909912
23/12/2014,3192.469971
29/12/2014,null
30/12/2014,3135.949951
05/01/2015,3023.139893
06/01/2015,null
07/01/2015,3026.790039
08/01/2015,3135.080078
09/01/2015,3042.899902
12/01/2015,3084.179932
13/01/2015,3133.860107
14/01/2015,3089.669922
15/01/2015,3157.360107
16/01/2015,3202.23999
19/01/2015,3220.899902
20/01/2015,3244.919922
21/01/2015,3269.72998
22/01/2015,3322.649902
23/01/2015,3382.550049
26/01/2015,3414.280029
27/01/2015,3372.580078
28/01/2015,3358.959961
29/01/2015,3371.830078
30/01/2015,3351.439941
02/02/2015,3370.110107
03/02/2015,3414.179932
04/02/2015,3415.530029
05/02/2015,3408.959961
06/02/2015,3398.159912
09/02/2015,3347.75
10/02/2015,3383.129883
11/02/2015,3374.139893
12/02/2015,3417.610107
13/02/2015,3447.590088
16/02/2015,3433.300049
17/02/2015,3438.439941
18/02/2015,3465.800049
19/02/2015,3488.080078
20/02/2015,3490.530029
23/02/2015,3519.580078
24/02/2015,3547.100098
25/02/2015,3541.780029
26/02/2015,3574.939941
27/02/2015,3599
02/03/2015,3591.090088
03/03/2015,3549.110107
04/03/2015,3583.439941
05/03/2015,3618.209961
06/03/2015,3617.620117
09/03/2015,3610.280029
10/03/2015,3567.25
11/03/2015,3649.540039
12/03/2015,3641.320068
13/03/2015,3656.209961
16/03/2015,3706.75
17/03/2015,3672.159912
18/03/2015,3668.52002
19/03/2015,3670.72998
20/03/2015,3726.070068
23/03/2015,3699.040039
24/03/2015,3731.350098
25/03/2015,3684.040039
26/03/2015,3669.790039
27/03/2015,3679.030029
30/03/2015,3727.800049
31/03/2015,3697.379883
01/04/2015,3714.889893
02/04/2015,3715.27002
07/04/2015,3768.719971
08/04/2015,3742.629883
09/04/2015,3781.790039
10/04/2015,3816.76001
13/04/2015,3828.780029
14/04/2015,3784.530029
15/04/2015,3803.550049
16/04/2015,3751.719971
17/04/2015,3674.050049
20/04/2015,3718.040039
21/04/2015,3719.379883
22/04/2015,3724.48999
23/04/2015,3697.879883
24/04/2015,3713.959961
27/04/2015,3771.449951
28/04/2015,3715.419922
29/04/2015,3617.110107
30/04/2015,3615.590088
04/05/2015,3632.939941
05/05/2015,3546.560059
06/05/2015,3558.030029
07/05/2015,3556.209961
08/05/2015,3649.47998
11/05/2015,3624.409912
12/05/2015,3573.100098
13/05/2015,3553.419922
15/05/2015,3573.070068
18/05/2015,3589.219971
19/05/2015,3670.52002
20/05/2015,3683.47998
21/05/2015,3688.719971
22/05/2015,3679.139893
26/05/2015,3619.300049
27/05/2015,3682.870117
28/05/2015,3650.709961
29/05/2015,3570.780029
01/06/2015,3575.040039
02/06/2015,3561.889893
03/06/2015,3583.820068
04/06/2015,3556.379883
05/06/2015,3510.01001
08/06/2015,3468.310059
09/06/2015,3456.790039
10/06/2015,3526.47998
11/06/2015,3551.909912
12/06/2015,3502.77002
15/06/2015,3438.070068
16/06/2015,3454.090088
17/06/2015,3428.76001
18/06/2015,3450.449951
19/06/2015,3455.800049
22/06/2015,3596.070068
23/06/2015,3625.969971
24/06/2015,3610.949951
25/06/2015,3610.909912
26/06/2015,3621.370117
29/06/2015,3468.899902
30/06/2015,3424.300049
01/07/2015,3496.280029
02/07/2015,3463.25
03/07/2015,3441.76001
06/07/2015,3365.199951
07/07/2015,3294.189941
08/07/2015,3327.5
09/07/2015,3420.030029
10/07/2015,3528.810059
13/07/2015,3590.429932
14/07/2015,3607.189941
15/07/2015,3623.870117
16/07/2015,3676.409912
17/07/2015,3670.340088
20/07/2015,3686.580078
21/07/2015,3647.959961
22/07/2015,3635.580078
23/07/2015,3634.639893
24/07/2015,3600
27/07/2015,3513.100098
28/07/2015,3554.110107
29/07/2015,3575.530029
30/07/2015,3583.790039
31/07/2015,3600.689941
03/08/2015,3635.399902
04/08/2015,3619.310059
05/08/2015,3676.75
06/08/2015,3668.469971
07/08/2015,3637.800049
10/08/2015,3674.939941
11/08/2015,3605.280029
12/08/2015,3484.409912
13/08/2015,3516.149902
14/08/2015,3491.030029
17/08/2015,3497.899902
18/08/2015,3495.379883
19/08/2015,3429.840088
20/08/2015,3353.47998
21/08/2015,3247.26001
24/08/2015,3073.389893
25/08/2015,3218.01001
26/08/2015,3170.72998
27/08/2015,3280.780029
28/08/2015,3286.590088
31/08/2015,3269.629883
01/09/2015,3188.72998
02/09/2015,3198.860107
03/09/2015,3270.090088
04/09/2015,3180.25
07/09/2015,3197.969971
08/09/2015,3233.840088
09/09/2015,3269.97998
10/09/2015,3221.139893
11/09/2015,3187.939941
14/09/2015,3175.620117
15/09/2015,3207.600098
16/09/2015,3251.790039
17/09/2015,3255.790039
18/09/2015,3157.300049
21/09/2015,3184.719971
22/09/2015,3076.050049
23/09/2015,3079.98999
24/09/2015,3019.340088
25/09/2015,3113.159912
28/09/2015,3039.439941
29/09/2015,3029.860107
30/09/2015,3100.669922
01/10/2015,3069.050049
02/10/2015,3088.179932
05/10/2015,3190.389893
06/10/2015,3220.090088
07/10/2015,3226.399902
08/10/2015,3224.959961
09/10/2015,3250.310059
12/10/2015,3247.330078
13/10/2015,3221.280029
14/10/2015,3191.570068
15/10/2015,3238.810059
16/10/2015,3264.929932
19/10/2015,3272.040039
20/10/2015,3255.719971
21/10/2015,3272.22998
22/10/2015,3353.110107
23/10/2015,3425.810059
26/10/2015,3414.600098
27/10/2015,3381.01001
28/10/2015,3421.090088
29/10/2015,3413.389893
30/10/2015,3418.22998
02/11/2015,3434.5
03/11/2015,3442.679932
04/11/2015,3439.159912
05/11/2015,3447.48999
